id,brand,model,year,price,currency,hp,fuel_type,mileage,body_type,transmission,color,city,country,url
39434949,Audi,A6,2018,2670000,TRY,,Diesel,228000,,Yarı Otomatik,Beyaz,Şanlıurfa,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a6-sedan-2-0-tdi-quattro/2018-audi-quattro-hatasiz-boyasiz-tr-de-tek-temizlikte-matrx/39434949
33884727,Audi,A5,2018,2650000,TRY,,Gasoline,152000,,Yarı Otomatik,Gri,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a5-sportback-1-4-tfsi/bal-group-dan-2018-model-audi-a5-1-4-tfsi-sport-147-000-km-de-ici-taba-disi-lansman-renk/33884727
39218870,Audi,A6,2018,2750000,TRY,,Diesel,360000,,Yarı Otomatik,Beyaz,Karaman,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a6-sedan-2-0-tdi-quattro/aydin-otomotiv-2018-audi-a6-boyasiz-sinif/39218870
39508436,Audi,A4,2018,2120000,TRY,,Gasoline,136000,,Yarı Otomatik,Siyah,İstanbul,TR,https://www.arabam.com/ilan/sahibinden-satilik-audi-a4-sedan-1-4-tfsi-design/sahibinden-audi-a4-sedan-1-4-tfsi-design-2018-model/39508436
39502803,Audi,A4,2018,2380000,TRY,,Diesel,139000,,Yarı Otomatik,Füme,Gaziantep,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a4-sedan-2-0-tdi-design/audi-a4-limousine-hatasiz-degisensiz-tramersiz-137-000-km/39502803
37341215,Audi,A3,2018,1450000,TRY,,Diesel,133000,,Yarı Otomatik,Siyah,İstanbul,TR,https://www.arabam.com/ilan/sahibinden-satilik-audi-a3-sportback-1-6-tdi-sport-line/sahibinden-audi-a3-sportback-1-6-tdi-sport-line-2018-model-130000-km-siyah/37341215
39499597,Audi,A5,2018,2570000,TRY,,Gasoline,163000,,Otomatik,Beyaz,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a5-sportback-1-4-tfsi-sport/acd-motors-2018-a5-s-line-cam-tavan-recaro-bang-olufsen/39499597
39499523,Audi,A4,2018,2389000,TRY,,Diesel,167179,,Yarı Otomatik,Beyaz,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a4-sedan-2-0-tdi-quattro-design/polattan-2018-2-0-tdi-audi-a4-quattro-design-sunroof-15dk-kredi/39499523
39499410,Audi,A6,2018,3580000,TRY,,Diesel,82650,,Yarı Otomatik,Gri,Edirne,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a6-sedan-2-0-tdi-quattro/hk-motors-dan-audi-a6-quattro-hatasiz-emsalsiz-sadece-83-000-km/39499410
30002797,Audi,A3,2018,1490000,TRY,,Diesel,193000,,Yarı Otomatik,Siyah,Gaziantep,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a3-sedan-1-6-tdi-design-line/kurtarir-auto-dan-hatasiz-dusuk-km-li-a3/30002797
37633787,Audi,A3,2018,1515000,TRY,,Gasoline,141000,,Yarı Otomatik,Mavi,Kocaeli,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a3-sportback-1-0-tfsi-design-line/2018-audi-a3-1-0-tfsi-anahtarsiz-calistirma-kayar-led-cam-tavan/37633787
39502959,Audi,A4,2018,1699000,TRY,,Gasoline,243000,,Yarı Otomatik,Gri,Konya,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a4-sedan-1-4-tfsi-sport/audi-a4-1-4-tfsi-sport-racaro-koltuk-sanruf-kayar-led-emsalsiz/39502959
39496314,Audi,A3,2018,1650000,TRY,,Diesel,170000,,Otomatik,Siyah,Elazığ,TR,https://www.arabam.com/ilan/sahibinden-satilik-audi-a3-sedan-1-6-tdi-design-line/sahibinden-audi-a3-sedan-1-6-tdi-design-line-2018-model/39496314
39041532,Audi,A4,2018,1730000,TRY,,Gasoline,178000,,Yarı Otomatik,Beyaz,Kilis,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a4-sedan-1-4-tfsi-design/acikel-auto-center-desing-audi-a4-178-000km-hatasiz-ayarinda/39041532
39061446,Audi,A4,2018,2415000,TRY,,Gasoline,44000,,Yarı Otomatik,Siyah,Ankara,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a4-sedan-1-4-tfsi-dynamic/hatasiz-boyasiz-44-000-km-de/39061446
39499325,Audi,A3,2018,1230000,TRY,,Diesel,168000,,Yarı Otomatik,Siyah,Kilis,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a3-sedan-1-6-tdi-design-line/ceritlioglu-otomotiv-den-2018-a3-design-line-matrix-far-otomatik/39499325
34066711,Audi,A3,2018,1689900,TRY,,Diesel,105000,,Yarı Otomatik,Gri,İstanbul,TR,https://www.arabam.com/ilan/galeriden-satilik-audi-a3-sedan-1-6-tdi-sport-line/0-68-kredi-2018-audi-a3-sportline-1-6-tdi-recaro-led-105-000-km/34066711
