id,brand,model,year,price,hp,fuel_type,mileage,body_type,transmission,country,url
f4169f2f-9bd2-449a-af64-eb1d921e59d0,Mazda,CX-5,2017,6999,150.0,Diesel,106208,compact,Automatic,DE,https://www.autoscout24.com/offers/mazda-cx-5-automatik-klima-navi-rueckfahrk-xenon-diesel-silver-f4169f2f-9bd2-449a-af64-eb1d921e59d0
26400949-a021-47f3-812b-e34fbb0055cc,Peugeot,3008,2017,14950,131.0,Gasoline,77810,compact,Automatic,NL,https://www.autoscout24.com/offers/peugeot-3008-1-2-puretech-gt-line-trekhaak-afneembare-kogel-gasoline-white-26400949-a021-47f3-812b-e34fbb0055cc
1d96baa5-639d-4c7b-b20b-1e86692d36b1,Suzuki,Vitara,2017,11490,120.0,Gasoline,116236,compact,Manual,AT,https://www.autoscout24.com/offers/suzuki-vitara-1-6-clear-gasoline-grey-1d96baa5-639d-4c7b-b20b-1e86692d36b1
d7bf0ecf-cb4d-409f-94ce-e332cd09eea3,Skoda,Fabia,2017,9740,90.0,Gasoline,72535,compact,Manual,DE,https://www.autoscout24.com/offers/skoda-fabia-1-2-tsi-ambition-pdc-shz-klima-garantie-gasoline-grey-d7bf0ecf-cb4d-409f-94ce-e332cd09eea3
9cd34d75-4e74-4733-b3c8-766dcb231555,Ford,Focus,2017,9950,150.0,Gasoline,141706,compact,Manual,NL,https://www.autoscout24.com/offers/ford-focus-wagon-1-5-red-edition-st-line--100-onderhouden--gasoline-red-9cd34d75-4e74-4733-b3c8-766dcb231555
c46ded2a-9f1b-4c2c-97ab-ee21f71d40d9,Volkswagen,Tiguan,2017,23999,150.0,Diesel,69999,compact,Manual,AT,https://www.autoscout24.com/offers/volkswagen-tiguan-2-0tdi-comfortline-4motion-nur-69999km-top-diesel-silver-c46ded2a-9f1b-4c2c-97ab-ee21f71d40d9
44b6e882-cda5-4f66-894e-508540e7c2fb,Audi,A4,2017,17450,190.0,Gasoline,192924,compact,Automatic,NL,https://www.autoscout24.com/offers/audi-a4-limousine-2-0tfsi-190pk-aut--sport-lease-edition-gasoline-grey-44b6e882-cda5-4f66-894e-508540e7c2fb
7fc78052-78d3-4733-9c81-39aab11fed6c,MINI,Cooper,2017,13500,136.0,Gasoline,83587,compact,Manual,NL,https://www.autoscout24.com/offers/mini-cooper-mini-1-5-chili-serious-business-navi-ecc-lm-cruise-gasoline-black-7fc78052-78d3-4733-9c81-39aab11fed6c
e869dde6-220b-483b-85c2-423ce06c45e0,Renault,Clio,2017,8490,73.0,Gasoline,62576,compact,Manual,AT,https://www.autoscout24.com/offers/renault-clio-zen-1-2-16v-75-gasoline-black-e869dde6-220b-483b-85c2-423ce06c45e0
3033f946-ad91-48d6-bf3d-2106a4f93206,Mercedes-Benz,GLE 63 AMG,2017,59995,557.0,Gasoline,135123,compact,Automatic,NL,https://www.autoscout24.com/offers/mercedes-benz-gle-63-amg-coupe-amg-4matic-gasoline-black-3033f946-ad91-48d6-bf3d-2106a4f93206
ad64d6fa-42ef-4ea3-866b-43ad2d61c924,Volkswagen,Golf,2017,18999,310.0,Gasoline,200000,compact,Semi-automatic,IT,https://www.autoscout24.com/offers/volkswagen-golf-golf-vii-2017-5p-5p-2-0-tsi-r-4motion-310cv-dsg-gasoline-blue-ad64d6fa-42ef-4ea3-866b-43ad2d61c924
